"run","item","importance","rank"
"diagnostic_202001_forest_FALSE","Q607_Q610R1",0.000525978431295872,42
"diagnostic_202001_forest_FALSE","Q358",0.000513384664947436,43
"diagnostic_202001_forest_FALSE","Q98",0.000470694518986725,44
"diagnostic_202001_forest_FALSE","Q607_Q610R4",0.000465693937120817,45
"diagnostic_202001_forest_FALSE","Q811",0.00044881535974544,46
"diagnostic_202001_forest_FALSE","Q684",0.000445363968818735,47
"diagnostic_202001_forest_FALSE","Q504R12",0.000444655753674596,48
"diagnostic_202001_forest_FALSE","Q349",0.000437331304936322,49
"diagnostic_202001_forest_FALSE","Q326R1",0.000431286870185217,50
"diagnostic_202001_forest_FALSE","Q575_Q581R1",0.000429184322417095,51
"diagnostic_202001_forest_FALSE","VQ774",0.000422457093941021,52
"diagnostic_202001_forest_FALSE","Q308R6",0.000421113989588799,53
"diagnostic_202001_forest_FALSE","Q606",0.000420997673171009,54
"diagnostic_202001_forest_FALSE","Q520",0.000402759212343517,55
"diagnostic_202001_forest_FALSE","Q324",0.00038856846552732,56
"diagnostic_202001_forest_FALSE","Q603",0.000380163043592805,57
"diagnostic_202001_forest_FALSE","Q475",0.000376923400647099,58
"diagnostic_202001_forest_FALSE","Q323_BLW",0.00037481241192967,59
"diagnostic_202001_forest_FALSE","Q774",0.000366100245418511,60
"diagnostic_202001_forest_FALSE","Q2R2",0.000349448418666748,61
"diagnostic_202001_forest_FALSE","Q315",0.000347077728857844,62
"diagnostic_202001_forest_FALSE","Q39",0.000346542991070585,63
"diagnostic_202001_forest_FALSE","VQ773",0.000339081629724435,64
"diagnostic_202001_forest_FALSE","Q773",0.000336683875505361,65
"diagnostic_202001_forest_FALSE","Q225R11",0.000332375724657906,66
"diagnostic_202001_forest_FALSE","Q350",0.000330213850122323,67
"diagnostic_202001_forest_FALSE","Q28",0.000322874310232356,68
"diagnostic_202001_forest_FALSE","Q575_Q581R3",0.000322012170794354,69
"diagnostic_202001_forest_FALSE","Q308R1",0.000318980591830986,70
"diagnostic_202001_forest_FALSE","Q32",0.000318161305080452,71
"diagnostic_202001_forest_FALSE","Q800",0.0003128074746599,72
"diagnostic_202001_forest_FALSE","Q268",0.000312576876261056,73
"diagnostic_202001_forest_FALSE","Q53",0.000310327929837413,74
"diagnostic_202001_forest_FALSE","Q58",0.000305289443255713,75
"diagnostic_202001_forest_FALSE","Q551_Q559R7",0.000303367124629197,76
"diagnostic_202001_forest_FALSE","Q184R1",0.000300185839476393,77
"diagnostic_202001_forest_FALSE","Q76",0.000297440834458077,78
"diagnostic_202001_forest_FALSE","Q348",0.000293605476076847,79
"diagnostic_202001_forest_FALSE","Q329",0.000289660541434052,80
"diagnostic_202001_forest_FALSE","Q745",0.000288510018933616,81
"diagnostic_202001_forest_FALSE","Q178R2",0.000275040955753476,82
"diagnostic_202001_forest_FALSE","Q187R2",0.000274986055280622,83
"diagnostic_202001_forest_FALSE","Q366",0.000272851279664577,84
"diagnostic_202001_forest_FALSE","Q539",0.000268400862033103,85
"diagnostic_202001_forest_FALSE","Q250R8",0.000260934048102762,86
"diagnostic_202001_forest_FALSE","Q178R1",0.000252926862534377,87
"diagnostic_202001_forest_FALSE","Q154R1",0.000249941296549863,88
"diagnostic_202001_forest_FALSE","Q633",0.000247329622641255,89
"diagnostic_202001_forest_FALSE","Q544",0.000246057260983147,90
"diagnostic_202001_forest_FALSE","Q753",0.000242200986577543,91
"diagnostic_202001_forest_FALSE","Q116",0.000239211732170776,92
"diagnostic_202001_forest_FALSE","Q335",0.000238555306004426,93
"diagnostic_202001_forest_FALSE","Q797",0.000229888077751672,94
"diagnostic_202001_forest_FALSE","Q60",0.000224643751940587,95
"diagnostic_202001_forest_FALSE","Q27",0.000224288762373624,96
"diagnostic_202001_forest_FALSE","Q575_Q581R2",0.000224021364057817,97
"diagnostic_202001_forest_FALSE","Q504R6",0.00022385050752779,98
"diagnostic_202001_forest_FALSE","Q38",0.000223752971597471,99
"diagnostic_202001_forest_FALSE","Q287R6",0.000220994219378217,100
"diagnostic_202001_forest_FALSE","Q790",0.000218039375756375,101
"diagnostic_202001_forest_FALSE","Q808",0.00021515275151264,102
"diagnostic_202001_forest_FALSE","Q49",0.000213665944396373,103
"diagnostic_202001_forest_FALSE","Q518",0.000210838173562275,104
"diagnostic_202001_forest_FALSE","S10",0.000207968712298219,105
"diagnostic_202001_forest_FALSE","Q782",0.000203591972264653,106
"diagnostic_202001_forest_FALSE","Q813",0.000196541102509834,107
"diagnostic_202001_forest_FALSE","Q301",0.000196178069804725,108
"diagnostic_202001_forest_FALSE","Q629",0.000192767787789043,109
"diagnostic_202001_forest_FALSE","Q225R1",0.000191762132714538,110
"diagnostic_202001_forest_FALSE","Q131R12",0.000191711868579872,111
"diagnostic_202001_forest_FALSE","Q504R4",0.000191678299106832,112
"diagnostic_202001_forest_FALSE","Q410",0.000190727434014024,113
"diagnostic_202001_forest_FALSE","Q727_Q731R3",0.000189782603222959,114
"diagnostic_202001_forest_FALSE","Q799",0.000188263794511863,115
"diagnostic_202001_forest_FALSE","Q171",0.000187958597935094,116
"diagnostic_202001_forest_FALSE","Q742",0.000187321636276509,117
"diagnostic_202001_forest_FALSE","Q325_BLW",0.000187018338205762,118
"diagnostic_202001_forest_FALSE","Q750",0.000184529599031276,119
"diagnostic_202001_forest_FALSE","Q693_Q700R1",0.000181392657042882,120
"diagnostic_202001_forest_FALSE","Q591_Q596R6",0.000180889880761957,121
"diagnostic_202001_forest_FALSE","Q131R8",0.000180616628087424,122
"diagnostic_202001_forest_FALSE","Q809",0.000179340772459026,123
"diagnostic_202001_forest_FALSE","Q575_Q581R5",0.000176699115206429,124
"diagnostic_202001_forest_FALSE","Q512",0.000175053412304545,125
"diagnostic_202001_forest_FALSE","Q183",0.000174368562588195,126
"diagnostic_202001_forest_FALSE","Q202",0.000174263330033617,127
"diagnostic_202001_forest_FALSE","Q308R4",0.000173540025444567,128
"diagnostic_202001_forest_FALSE","Q162R1",0.000171205393982926,129
"diagnostic_202001_forest_FALSE","Q504R5",0.000164438644824955,130
"diagnostic_202001_forest_FALSE","Q308R2",0.000163583541050622,131
"diagnostic_202001_forest_FALSE","Q785",0.000163069832570898,132
"diagnostic_202001_forest_FALSE","Q206",0.000162959139513165,133
"diagnostic_202001_forest_FALSE","S4",0.000159770640543594,134
"diagnostic_202001_forest_FALSE","Q535_Q538R4",0.000158958804101731,135
"diagnostic_202001_forest_FALSE","S3",0.000157189973181087,136
"diagnostic_202001_forest_FALSE","Q545R7",0.000156840691664396,137
"diagnostic_202001_forest_FALSE","Q794",0.000156058914065486,138
"diagnostic_202001_forest_FALSE","Q198",0.000154958609202336,139
"diagnostic_202001_forest_FALSE","Q504R2",0.000154540568282466,140
"diagnostic_202001_forest_FALSE","Q417_Q424R2",0.00015438949309287,141
"diagnostic_202001_forest_FALSE","Q131R4",0.000151810957507212,142
"diagnostic_202001_forest_FALSE","Q798",0.000149976509086566,143
"diagnostic_202001_forest_FALSE","Q663_Q666R3",0.000149764669485322,144
"diagnostic_202001_forest_FALSE","Q779",0.000149276264027685,145
"diagnostic_202001_forest_FALSE","Q575_Q581R6",0.000149088003092433,146
"diagnostic_202001_forest_FALSE","Q308R3",0.000148297866820464,147
"diagnostic_202001_forest_FALSE","Q812",0.000147986750933712,148
"diagnostic_202001_forest_FALSE","Q619_Q626R4",0.000147228487882003,149
"diagnostic_202001_forest_FALSE","Q239R3",0.000147183452841407,150
"diagnostic_202001_forest_FALSE","Q225R13",0.000147012344398515,151
"diagnostic_202001_forest_FALSE","Q250R5",0.000146436134917019,152
"diagnostic_202001_forest_FALSE","Q709_712R3",0.000144849540832262,153
"diagnostic_202001_forest_FALSE","Q683",0.000144049609630749,154
"diagnostic_202001_forest_FALSE","Q131R7",0.000143474666805759,155
"diagnostic_202001_forest_FALSE","Q560R4",0.000142546983969272,156
"diagnostic_202001_forest_FALSE","Q810",0.000141893342193101,157
"diagnostic_202001_forest_FALSE","S3C",0.000141798147531669,158
"diagnostic_202001_forest_FALSE","Q207",0.000141656241117048,159
"diagnostic_202001_forest_FALSE","Q676_Q678R1",0.000140686162023472,160
"diagnostic_202001_forest_FALSE","Q352",0.000140580006045717,161
"diagnostic_202001_forest_FALSE","Q560R6",0.000140575805236203,162
"diagnostic_202001_forest_FALSE","Q111R3",0.000138291337421007,163
"diagnostic_202001_forest_FALSE","Q213R4",0.000137631147539593,164
"diagnostic_202001_forest_FALSE","Q478_Q483R6",0.000136776246980826,165
"diagnostic_202001_forest_FALSE","Q281",0.000135092683397378,166
"diagnostic_202001_forest_FALSE","Q31",0.000134561706060452,167
"diagnostic_202001_forest_FALSE","S5",0.000133720424873701,168
"diagnostic_202001_forest_FALSE","Q61",0.000133668261914575,169
"diagnostic_202001_forest_FALSE","Q386_Q390R4",0.000132321582021622,170
"diagnostic_202001_forest_FALSE","Q801",0.000131178985646016,171
"diagnostic_202001_forest_FALSE","Q249",0.000130153745057782,172
"diagnostic_202001_forest_FALSE","Q693_Q700R6",0.000129147614340987,173
"diagnostic_202001_forest_FALSE","Q743",0.00012894059869103,174
"diagnostic_202001_forest_FALSE","Q117R11",0.000128733087702625,175
"diagnostic_202001_forest_FALSE","Q213R2",0.000126942982335737,176
"diagnostic_202001_forest_FALSE","Q763_Q766R1",0.000126633871491077,177
"diagnostic_202001_forest_FALSE","Q693_Q700R4",0.000126501668111875,178
"diagnostic_202001_forest_FALSE","Q796",0.000125890268172385,179
"diagnostic_202001_forest_FALSE","Q99R1",0.000125664275104726,180
"diagnostic_202001_forest_FALSE","Q29",0.000125245732446964,181
"diagnostic_202001_forest_FALSE","Q33R1",0.000124176840444281,182
"diagnostic_202001_forest_FALSE","Q225R14",0.000124003647947008,183
"diagnostic_202001_forest_FALSE","Q521_Q528R2",0.000123905164199886,184
"diagnostic_202001_forest_FALSE","Q517",0.000123114885946238,185
"diagnostic_202001_forest_FALSE","Q257CR4",0.000121180048030023,186
"diagnostic_202001_forest_FALSE","Q490",0.000120720029003702,187
"diagnostic_202001_forest_FALSE","Q56",0.000120180305039436,188
"diagnostic_202001_forest_FALSE","Q117R3",0.000120055012346445,189
"diagnostic_202001_forest_FALSE","Q205",0.000119990749884893,190
"diagnostic_202001_forest_FALSE","Q563_Q572R9",0.00011947284417363,191
"diagnostic_202001_forest_FALSE","Q793",0.000118209155201977,192
"diagnostic_202001_forest_FALSE","Q239R4",0.000118004202255301,193
"diagnostic_202001_forest_FALSE","Q575_Q581R7",0.000117750241668596,194
"diagnostic_202001_forest_FALSE","Q77R6",0.000117625098091515,195
"diagnostic_202001_forest_FALSE","Q513_Q516R2",0.000117060484357233,196
"diagnostic_202001_forest_FALSE","Q519",0.000116712588585933,197
"diagnostic_202001_forest_FALSE","Q472_Q474R3",0.000116484661296209,198
"diagnostic_202001_forest_FALSE","Q777",0.000115794026934856,199
"diagnostic_202001_forest_FALSE","Q257AR2",0.000115592402686469,200
"diagnostic_202001_forest_FALSE","Q563_Q572R1",0.000114947751271229,201
"diagnostic_202001_forest_FALSE","Q117R13",0.000114870431975643,202
"diagnostic_202001_forest_FALSE","Q131R2",0.000112483986474118,203
"diagnostic_202001_forest_FALSE","Q279",0.000112198113741049,204
"diagnostic_202001_forest_FALSE","Q417_Q424R6",0.000111393251025276,205
"diagnostic_202001_forest_FALSE","Q491",0.000110145178439766,206
"diagnostic_202001_forest_FALSE","Q70R2",0.00010875958907555,207
"diagnostic_202001_forest_FALSE","Q257AR4",0.000108011240105369,208
"diagnostic_202001_forest_FALSE","Q560R2",0.000107879412226955,209
"diagnostic_202001_forest_FALSE","Q110",0.000106523223589684,210
"diagnostic_202001_forest_FALSE","Q248",0.000106504314713366,211
"diagnostic_202001_forest_FALSE","Q225R5",0.000105589557876824,212
"diagnostic_202001_forest_FALSE","Q411_Q416R1",0.000105415129453448,213
"diagnostic_202001_forest_FALSE","Q751",0.000104211984849945,214
"diagnostic_202001_forest_FALSE","Q256",0.000103495444151567,215
"diagnostic_202001_forest_FALSE","Q213R1",0.000102803312038856,216
"diagnostic_202001_forest_FALSE","Q417_Q424R3",0.000101908294035333,217
"diagnostic_202001_forest_FALSE","Q504R1",0.000101013826726583,218
"diagnostic_202001_forest_FALSE","Q429_Q440R11",0.000100702090547445,219
"diagnostic_202001_forest_FALSE","Q591_Q596R1",0.000100141199898566,220
"diagnostic_202001_forest_FALSE","Q547R7",9.80543714289142e-05,221
"diagnostic_202001_forest_FALSE","Q429_Q440R7",9.77908837107539e-05,222
"diagnostic_202001_forest_FALSE","Q417_Q424R1",9.76623720930651e-05,223
"diagnostic_202001_forest_FALSE","Q187R1",9.7503215611579e-05,224
"diagnostic_202001_forest_FALSE","Q26",9.66849592009368e-05,225
"diagnostic_202001_forest_FALSE","Q411_Q416R5",9.66536583242912e-05,226
"diagnostic_202001_forest_FALSE","Q478_Q483R4",9.65967285092202e-05,227
"diagnostic_202001_forest_FALSE","Q521_Q528R6",9.63186584718326e-05,228
"diagnostic_202001_forest_FALSE","Q385",9.62953070126055e-05,229
"diagnostic_202001_forest_FALSE","Q250R1",9.57910756926141e-05,230
"diagnostic_202001_forest_FALSE","Q208R2",9.57293409767278e-05,231
"diagnostic_202001_forest_FALSE","Q478_Q483R1",9.56083103121799e-05,232
"diagnostic_202001_forest_FALSE","Q95",9.55061943884663e-05,233
"diagnostic_202001_forest_FALSE","Q560R1",9.52815622371362e-05,234
"diagnostic_202001_forest_FALSE","Q257BR2",9.4651551551272e-05,235
"diagnostic_202001_forest_FALSE","Q505_Q508R3",9.44819367879086e-05,236
"diagnostic_202001_forest_FALSE","Q131R1",9.43774884662127e-05,237
"diagnostic_202001_forest_FALSE","Q604_Q605R1",9.42534531002444e-05,238
"diagnostic_202001_forest_FALSE","Q706_Q708R1",9.41984595911901e-05,239
"diagnostic_202001_forest_FALSE","Q659",9.35832815813042e-05,240
"diagnostic_202001_forest_FALSE","Q88",9.32171956033579e-05,241
"diagnostic_202001_forest_FALSE","Q815",9.3215472861956e-05,242
"diagnostic_202001_forest_FALSE","Q196",9.28240610504497e-05,243
"diagnostic_202001_forest_FALSE","Q250R3",9.09428263304688e-05,244
"diagnostic_202001_forest_FALSE","Q619_Q626R7",9.09219949171874e-05,245
"diagnostic_202001_forest_FALSE","Q332",9.0875676575261e-05,246
"diagnostic_202001_forest_FALSE","Q485",9.0858300097888e-05,247
"diagnostic_202001_forest_FALSE","Q630_Q632R3",9.07402598479848e-05,248
"diagnostic_202001_forest_FALSE","Q616_Q618R1",9.03154583114747e-05,249
"diagnostic_202001_forest_FALSE","Q679_Q682R3",9.01046763211177e-05,250
"diagnostic_202001_forest_FALSE","Q560R8",8.98785239729087e-05,251
"diagnostic_202001_forest_FALSE","Q521_Q528R1",8.98058596645385e-05,252
"diagnostic_202001_forest_FALSE","Q706_Q708R2",8.95936057468035e-05,253
"diagnostic_202001_forest_FALSE","Q162R2",8.95444074054699e-05,254
"diagnostic_202001_forest_FALSE","Q619_Q626R5",8.89981082338621e-05,255
"diagnostic_202001_forest_FALSE","Q563_Q572R10",8.89660686677926e-05,256
"diagnostic_202001_forest_FALSE","Q265",8.88265128133188e-05,257
"diagnostic_202001_forest_FALSE","Q748",8.87143395515612e-05,258
"diagnostic_202001_forest_FALSE","Q687",8.85265982614008e-05,259
"diagnostic_202001_forest_FALSE","Q145",8.82401342112068e-05,260
"diagnostic_202001_forest_FALSE","Q509_Q511R3",8.82019754704896e-05,261
"diagnostic_202001_forest_FALSE","Q131R3",8.76298919625444e-05,262
"diagnostic_202001_forest_FALSE","Q225R4",8.73339406845161e-05,263
"diagnostic_202001_forest_FALSE","Q591_Q596R5",8.70575894212272e-05,264
"diagnostic_202001_forest_FALSE","Q727_Q731R4",8.66320988799121e-05,265
"diagnostic_202001_forest_FALSE","Q381_Q383R2",8.6051113851992e-05,266
"diagnostic_202001_forest_FALSE","Q225R12",8.54677266351308e-05,267
"diagnostic_202001_forest_FALSE","Q70R4",8.51845879804058e-05,268
"diagnostic_202001_forest_FALSE","Q806",8.45205865185262e-05,269
"diagnostic_202001_forest_FALSE","Q597_Q602R3",8.45148734879637e-05,270
"diagnostic_202001_forest_FALSE","Q381_Q383R3",8.37472572852966e-05,271
"diagnostic_202001_forest_FALSE","Q441_Q452R9",8.3663079130251e-05,272
"diagnostic_202001_forest_FALSE","Q693_Q700R5",8.3489435050056e-05,273
"diagnostic_202001_forest_FALSE","Q351",8.32210851363969e-05,274
"diagnostic_202001_forest_FALSE","Q70R1",8.27377698838974e-05,275
"diagnostic_202001_forest_FALSE","Q59",8.26032329389766e-05,276
"diagnostic_202001_forest_FALSE","Q343R2",8.23201456835898e-05,277
"diagnostic_202001_forest_FALSE","Q287R2",8.22470029536515e-05,278
"diagnostic_202001_forest_FALSE","Q492",8.21785253358266e-05,279
"diagnostic_202001_forest_FALSE","Q266",8.19578858999049e-05,280
"diagnostic_202001_forest_FALSE","Q68",8.14302431128568e-05,281
"diagnostic_202001_forest_FALSE","Q308R5",8.09899981964906e-05,282
"diagnostic_202001_forest_FALSE","Q693_Q700R3",8.06804950955212e-05,283
"diagnostic_202001_forest_FALSE","Q597_Q602R1",8.06771123377308e-05,284
"diagnostic_202001_forest_FALSE","Q175R2",7.98534778704262e-05,285
"diagnostic_202001_forest_FALSE","Q273R2",7.97588687595664e-05,286
"diagnostic_202001_forest_FALSE","Q530",7.96977913927242e-05,287
"diagnostic_202001_forest_FALSE","Q674R1",7.91874063351585e-05,288
"diagnostic_202001_forest_FALSE","Q343R4",7.84704066588461e-05,289
"diagnostic_202001_forest_FALSE","Q560R3",7.84353996041946e-05,290
"diagnostic_202001_forest_FALSE","Q384R1",7.83000894166369e-05,291
"diagnostic_202001_forest_FALSE","Q44",7.81949071057831e-05,292
"diagnostic_202001_forest_FALSE","Q77R8",7.81853314789724e-05,293
"diagnostic_202001_forest_FALSE","Q693_Q700R2",7.81850725326789e-05,294
"diagnostic_202001_forest_FALSE","Q504R7",7.8011689199966e-05,295
"diagnostic_202001_forest_FALSE","Q287R3",7.7967400330064e-05,296
"diagnostic_202001_forest_FALSE","Q646_Q651R4",7.79031254514013e-05,297
"diagnostic_202001_forest_FALSE","Q563_Q572R6",7.77537139465164e-05,298
"diagnostic_202001_forest_FALSE","Q715_718R2",7.76667878021153e-05,299
"diagnostic_202001_forest_FALSE","Q591_Q596R4",7.73350517949412e-05,300
"diagnostic_202001_forest_FALSE","Q208R1",7.70016176013829e-05,301
"diagnostic_202001_forest_FALSE","Q775",7.69068640831331e-05,302
"diagnostic_202001_forest_FALSE","Q99R4",7.68744166850942e-05,303
"diagnostic_202001_forest_FALSE","Q660",7.60714413105579e-05,304
"diagnostic_202001_forest_FALSE","Q159R2",7.59077359851415e-05,305
"diagnostic_202001_forest_FALSE","Q359R1",7.57934571040636e-05,306
"diagnostic_202001_forest_FALSE","Q147",7.5042406767414e-05,307
"diagnostic_202001_forest_FALSE","Q77R5",7.50371977067289e-05,308
"diagnostic_202001_forest_FALSE","Q131R10",7.49495443335282e-05,309
"diagnostic_202001_forest_FALSE","Q551_Q559R6",7.46776474013384e-05,310
"diagnostic_202001_forest_FALSE","Q264",7.44904131472775e-05,311
"diagnostic_202001_forest_FALSE","Q521_Q528R7",7.42656628245704e-05,312
"diagnostic_202001_forest_FALSE","Q86",7.3984472891265e-05,313
"diagnostic_202001_forest_FALSE","Q213R3",7.38425958324417e-05,314
"diagnostic_202001_forest_FALSE","Q62R5",7.35034945310989e-05,315
"diagnostic_202001_forest_FALSE","Q225R10",7.30622508740445e-05,316
"diagnostic_202001_forest_FALSE","S13",7.28854397400808e-05,317
"diagnostic_202001_forest_FALSE","Q16",7.28680557712998e-05,318
"diagnostic_202001_forest_FALSE","Q521_Q528R5",7.27763384650043e-05,319
"diagnostic_202001_forest_FALSE","Q550",7.26469944352693e-05,320
"diagnostic_202001_forest_FALSE","Q491A",7.25583713604367e-05,321
"diagnostic_202001_forest_FALSE","Q441_Q452R2",7.24898920733803e-05,322
"diagnostic_202001_forest_FALSE","Q667_Q671R4",7.23923960008779e-05,323
"diagnostic_202001_forest_FALSE","Q616_Q618R3",7.23855690074264e-05,324
"diagnostic_202001_forest_FALSE","Q763_Q766R2",7.19978662315194e-05,325
"diagnostic_202001_forest_FALSE","Q540R1",7.17909002469318e-05,326
"diagnostic_202001_forest_FALSE","Q144",7.14191238267328e-05,327
"diagnostic_202001_forest_FALSE","Q549R7",7.11128831178879e-05,328
"diagnostic_202001_forest_FALSE","Q749",7.09640474431609e-05,329
"diagnostic_202001_forest_FALSE","Q117R7",7.08084903649532e-05,330
"diagnostic_202001_forest_FALSE","Q487_Q489R3",7.04020331912878e-05,331
"diagnostic_202001_forest_FALSE","Q99R9",7.02277730026691e-05,332
"diagnostic_202001_forest_FALSE","Q257BR4",6.96684156951472e-05,333
"diagnostic_202001_forest_FALSE","Q535_Q538R1",6.9659681603717e-05,334
"diagnostic_202001_forest_FALSE","Q663_Q666R4",6.91846840033312e-05,335
"diagnostic_202001_forest_FALSE","S2_AFROLAT",6.91194957081689e-05,336
"diagnostic_202001_forest_FALSE","Q597_Q602R6",6.86667950629085e-05,337
"diagnostic_202001_forest_FALSE","Q162R6",6.86507402577556e-05,338
"diagnostic_202001_forest_FALSE","Q551_Q559R2",6.79702488921209e-05,339
"diagnostic_202001_forest_FALSE","Q217R1",6.7853533197047e-05,340
"diagnostic_202001_forest_FALSE","Q494_Q503R3",6.78097018992026e-05,341
"diagnostic_202001_forest_FALSE","Q257CR3",6.74811107044033e-05,342
"diagnostic_202001_forest_FALSE","Q429_Q440R4",6.74355275645511e-05,343
"diagnostic_202001_forest_FALSE","Q551_Q559R3",6.71159301612642e-05,344
"diagnostic_202001_forest_FALSE","Q478_Q483R3",6.69820575831278e-05,345
"diagnostic_202001_forest_FALSE","Q478_Q483R5",6.69664770295887e-05,346
"diagnostic_202001_forest_FALSE","Q149",6.68093653393175e-05,347
"diagnostic_202001_forest_FALSE","Q225R2",6.62863277280865e-05,348
"diagnostic_202001_forest_FALSE","Q803",6.62147702067391e-05,349
"diagnostic_202001_forest_FALSE","Q675",6.61583995552772e-05,350
"diagnostic_202001_forest_FALSE","Q77R3",6.6133555814774e-05,351
"diagnostic_202001_forest_FALSE","Q411_Q416R3",6.53236922696137e-05,352
"diagnostic_202001_forest_FALSE","S14",6.51859878343654e-05,353
"diagnostic_202001_forest_FALSE","Q738_Q740R3",6.51805462073786e-05,354
"diagnostic_202001_forest_FALSE","Q333",6.51316033442073e-05,355
"diagnostic_202001_forest_FALSE","Q619_Q626R6",6.51176214159028e-05,356
"diagnostic_202001_forest_FALSE","Q193",6.5094761717051e-05,357
"diagnostic_202001_forest_FALSE","Q243R4",6.45571501871134e-05,358
"diagnostic_202001_forest_FALSE","Q726",6.43783030134695e-05,359
"diagnostic_202001_forest_FALSE","Q162R7",6.4248465586663e-05,360
"diagnostic_202001_forest_FALSE","Q33R5",6.40537818054156e-05,361
"diagnostic_202001_forest_FALSE","Q652_Q658R4",6.38236875712701e-05,362
"diagnostic_202001_forest_FALSE","Q187R5",6.27577089632479e-05,363
"diagnostic_202001_forest_FALSE","Q604_Q605R2",6.25693384657456e-05,364
"diagnostic_202001_forest_FALSE","Q509_Q511R1",6.16462478568459e-05,365
"diagnostic_202001_forest_FALSE","Q78",6.13981075046066e-05,366
"diagnostic_202001_forest_FALSE","Q456_Q461R5",6.13787414508751e-05,367
"diagnostic_202001_forest_FALSE","Q369",6.12952177215454e-05,368
"diagnostic_202001_forest_FALSE","Q221R2",6.12850310361239e-05,369
"diagnostic_202001_forest_FALSE","Q287R7",6.12835964679394e-05,370
"diagnostic_202001_forest_FALSE","Q727_Q731R1",6.12469522015388e-05,371
"diagnostic_202001_forest_FALSE","Q172R2",6.11817059736116e-05,372
"diagnostic_202001_forest_FALSE","Q563_Q572R5",6.07170184011122e-05,373
"diagnostic_202001_forest_FALSE","Q720_Q722R3",6.06778214288609e-05,374
"diagnostic_202001_forest_FALSE","Q467_Q469R2",6.05588816350816e-05,375
"diagnostic_202001_forest_FALSE","Q401_Q404R2",6.03815045995247e-05,376
"diagnostic_202001_forest_FALSE","Q208R3",6.03768536767462e-05,377
"diagnostic_202001_forest_FALSE","Q429_Q440R6",6.03270581241529e-05,378
"diagnostic_202001_forest_FALSE","Q67",6.01976194776523e-05,379
"diagnostic_202001_forest_FALSE","Q417_Q424R7",6.01620208463968e-05,380
"diagnostic_202001_forest_FALSE","Q429_Q440R8",6.01396581315263e-05,381
"diagnostic_202001_forest_FALSE","Q689",6.00870880110554e-05,382
"diagnostic_202001_forest_FALSE","Q131R6",6.0074181975398e-05,383
"diagnostic_202001_forest_FALSE","Q111R4",5.98675879916005e-05,384
"diagnostic_202001_forest_FALSE","Q562",5.98027107682877e-05,385
"diagnostic_202001_forest_FALSE","Q679_Q682R1",5.9578584704272e-05,386
